ハーゲンダッツ　ミニカップ　ショコラデュオ,https://img.7api-01.dp1.sej.co.jp/item-image/450229/1AB9DE6B9C100BB71DA52F7D9666EF48.jpg
ハーゲンダッツ　ミニカップ　バニラ,https://img.7api-01.dp1.sej.co.jp/item-image/450126/AA27330A36672159D0EC2262401D5D21.jpg
ハーゲンダッツ　グリーンティー,https://img.7api-01.dp1.sej.co.jp/item-image/450551/4427210280748993F1E399E90480AD3C.jpg
ハーゲンダッツ　ストロベリー,https://img.7api-01.dp1.sej.co.jp/item-image/450298/875232BED4733993893BC7DD536BECF6.jpg
ハーゲンダッツ　ジャポネ　オペラ～ほうじ茶仕立て～,https://img.7api-01.dp1.sej.co.jp/item-image/450350/8347A9441C83C149BBECC3B8697FEE05.jpg
